,model_number,Timestamp,Latitude,Longitude,Voltage,Current,State Of Charge,BM_MaxCellVolt,BM_MaxCellID,BM_MinCellVolt,Frame_numberV,BM_MinCellID,Max_monomer_temperature,Min_monomer_temperature,Charging_MOS_tube_status,Discharge_MOS_tube_status,Capacity(Ah),Charge_Discharge_cycles,isflag,date,charging_time_diff_min,zone
43002,it_350317170589794,15-07-24 16:18,19.2791883,72.8785066,52.2,2.7,90,2.382,5,2.367,0.015,14,31,30,1,1,33300,152,0,15-07-24,12.13333333,376
43016,it_350317170589794,15-07-24 16:21,19.27391,72.8822883,52.2,16.9,88.4,2.394,1,2.364,0.03,21,31,31,1,1,32708,152,0,15-07-24,2.333333333,376
43023,it_350317170589794,15-07-24 16:22,19.2737716,72.8848033,52.1,13.2,87.5,2.387,1,2.36,0.027,21,31,31,1,1,32375,152,0,15-07-24,1.166666667,376
43031,it_350317170589794,15-07-24 16:23,19.2727316,72.886195,51.8,4.5,87.2,2.364,2,2.351,0.013,14,31,31,1,1,32264,152,0,15-07-24,1.333333333,376
43084,it_350317170589794,15-07-24 16:36,19.27151,72.8897783,51.5,2.9,85.1,2.35,2,2.337,0.013,18,31,30,1,1,31487,152,0,15-07-24,13.26666667,377
43086,it_350317170589794,15-07-24 16:37,19.2720066,72.8890783,51.4,3.1,85,2.348,5,2.336,0.012,18,31,30,1,1,31450,152,0,15-07-24,0.333333333,377
43087,it_350317170589794,15-07-24 16:37,19.2723366,72.8886833,51.5,6,85,2.35,2,2.336,0.014,14,31,30,1,1,31450,152,0,15-07-24,0.166666667,377
43088,it_350317170589794,15-07-24 16:37,19.2724583,72.8882733,51.5,3.5,84.9,2.347,2,2.335,0.012,14,31,30,1,1,31413,152,0,15-07-24,0.166666667,377
43109,it_350317170589794,15-07-24 16:41,19.2724016,72.8825599,51.3,4.5,83.4,2.341,2,2.328,0.013,14,31,30,1,1,30858,152,0,15-07-24,3.5,377
43115,it_350317170589794,15-07-24 16:42,19.2746599,72.8819066,51.3,10.3,82.9,2.349,7,2.327,0.022,18,31,30,1,1,30673,152,0,15-07-24,1,377
43121,it_350317170589794,15-07-24 16:43,19.2780099,72.8795183,51.3,19.7,81.9,2.358,7,2.323,0.035,21,31,30,1,1,30303,152,0,15-07-24,1,377
43125,it_350317170589794,15-07-24 16:43,19.27871,72.8783833,51,7,81.7,2.329,7,2.316,0.013,14,31,31,1,1,30229,152,0,15-07-24,0.666666667,377
43128,it_350317170589794,15-07-24 16:44,19.2798166,72.8770716,51.1,11.1,81.4,2.337,7,2.318,0.019,21,31,31,1,1,30118,152,0,15-07-24,0.5,377
43214,it_350317170589794,15-07-24 17:46,19.2791966,72.8783933,50.8,3.3,80,2.317,7,2.306,0.011,14,31,30,1,1,29600,152,0,15-07-24,62.68333333,378
43215,it_350317170589794,15-07-24 17:47,19.2789833,72.8786933,50.8,3.4,80,2.317,2,2.306,0.011,14,31,30,1,1,29600,152,0,15-07-24,0.166666667,378
43218,it_350317170589794,15-07-24 17:47,19.2784,72.8792616,50.9,4.3,79.7,2.312,2,2.3,0.012,6,31,30,1,1,29489,152,0,15-07-24,0.5,378
43224,it_350317170589794,15-07-24 17:48,19.27551,72.8820616,50.9,15.3,78.9,2.333,7,2.306,0.027,21,31,30,1,1,29193,152,0,15-07-24,1,378
43228,it_350317170589794,15-07-24 17:49,19.2734983,72.8824516,50.7,4.3,78.7,2.311,2,2.3,0.011,18,31,30,1,1,29119,152,0,15-07-24,0.666666667,378
43247,it_350317170589794,15-07-24 17:52,19.2659533,72.8763399,50.6,12.8,76.9,2.317,7,2.296,0.021,18,31,30,1,1,28453,152,0,15-07-24,3.166666667,378
43259,it_350317170589794,15-07-24 17:54,19.2652216,72.877775,50.1,3.7,76.3,2.298,1,2.286,0.012,18,31,30,1,1,28231,152,0,15-07-24,2,378
43280,it_350317170589794,15-07-24 18:01,19.2691083,72.8788649,50.4,6.7,75.7,2.3,7,2.288,0.012,18,31,30,1,1,28009,152,0,15-07-24,7.533333333,378
43287,it_350317170589794,15-07-24 18:02,19.27035,72.8786933,50.3,3.6,75.5,2.294,7,2.284,0.01,18,31,30,1,1,27935,152,0,15-07-24,1,378
43292,it_350317170589794,15-07-24 18:03,19.27204,72.8769949,50.5,14.1,75.1,2.31,7,2.287,0.023,21,31,30,1,1,27787,152,0,15-07-24,0.833333333,378
43295,it_350317170589794,15-07-24 18:04,19.2714583,72.87625,50.3,8.1,74.8,2.3,7,2.282,0.018,18,31,30,1,1,27676,152,0,15-07-24,0.5,378
43310,it_350317170589794,15-07-24 18:06,19.2781883,72.87907,50.1,4.1,73.7,2.283,2,2.274,0.009,14,31,30,1,1,27269,152,0,15-07-24,2.5,378
43340,it_350317170589794,15-07-24 18:16,19.2811966,72.8777733,50,4.1,72.7,2.278,7,2.27,0.008,14,31,30,1,1,26899,152,0,15-07-24,9.683333333,378
43343,it_350317170589794,15-07-24 18:16,19.2816866,72.8786416,50,4.5,72.5,2.281,7,2.27,0.011,18,31,30,1,1,26825,152,0,15-07-24,0.5,378
43400,it_350317170589794,15-07-24 18:33,19.2766799,72.8780333,49.8,3.4,70.5,2.272,7,2.26,0.012,18,31,30,1,1,26085,152,0,15-07-24,16.33333333,379
43406,it_350317170589794,15-07-24 18:34,19.2737666,72.8762649,49.9,10.5,70,2.284,7,2.262,0.022,22,31,30,1,1,25900,152,0,15-07-24,1.016666667,379
43408,it_350317170589794,15-07-24 18:34,19.272805,72.8763383,49.9,12.3,69.8,2.283,7,2.261,0.022,22,31,30,1,1,25826,152,0,15-07-24,0.333333333,379
43413,it_350317170589794,15-07-24 18:35,19.2706666,72.876135,49.7,6.6,69.3,2.272,7,2.255,0.017,22,31,30,1,1,25641,152,0,15-07-24,0.833333333,379
43453,it_350317170589794,15-07-24 18:49,19.2728266,72.8762783,49.9,17.4,67.7,2.289,7,2.257,0.032,22,31,30,1,1,25049,152,0,15-07-24,13.98333333,380
43486,it_350317170589794,15-07-24 19:07,19.2781283,72.8789083,49.7,13,66.8,2.28,7,2.251,0.029,22,31,30,1,1,24716,152,0,15-07-24,17.98333333,381
43499,it_350317170589794,15-07-24 19:09,19.281005,72.8779916,49.4,4,66.1,2.254,7,2.242,0.012,22,31,30,1,1,24457,152,0,15-07-24,2.166666667,381
43500,it_350317170589794,15-07-24 19:09,19.281315,72.877715,49.4,8.9,66,2.254,7,2.242,0.012,22,31,30,1,1,24420,152,0,15-07-24,0.166666667,381
43512,it_350317170589794,15-07-24 19:15,19.2818233,72.8776483,49.4,5.3,65.8,2.255,7,2.242,0.013,22,31,30,1,1,24346,152,0,15-07-24,5.466666667,381
43537,it_350317170589794,15-07-24 19:19,19.2885533,72.8751849,49,2.7,64,2.248,7,2.234,0.014,20,31,30,1,1,23680,152,0,15-07-24,4.166666667,381
43538,it_350317170589794,15-07-24 19:19,19.288835,72.8748066,49.1,5.3,63.9,2.251,7,2.236,0.015,22,31,30,1,1,23643,152,0,15-07-24,0.166666667,381
43540,it_350317170589794,15-07-24 19:19,19.289525,72.874035,49.2,6.2,63.8,2.246,7,2.233,0.013,18,31,30,1,1,23606,152,0,15-07-24,0.333333333,381
43546,it_350317170589794,15-07-24 19:20,19.2915599,72.8712616,49.2,4.5,63.3,2.246,7,2.233,0.013,22,31,30,1,1,23421,152,0,15-07-24,1,381
43552,it_350317170589794,15-07-24 19:21,19.2934699,72.8692183,49,3.8,62.6,2.234,17,2.226,0.008,22,31,30,1,1,23162,152,0,15-07-24,1,381
43559,it_350317170589794,15-07-24 19:23,19.2954683,72.8666583,49.2,7.9,62,2.251,7,2.231,0.02,22,31,30,1,1,22940,152,0,15-07-24,1.166666667,381
43567,it_350317170589794,15-07-24 19:24,19.298045,72.8635816,49.2,12.1,61.4,2.256,7,2.229,0.027,22,31,30,1,1,22718,152,0,15-07-24,1.333333333,381
43596,it_350317170589794,15-07-24 19:32,19.2957016,72.866295,49,14.4,59.9,2.256,7,2.226,0.03,22,31,30,1,1,22163,152,0,15-07-24,7.766666667,381
43597,it_350317170589794,15-07-24 19:32,19.2953816,72.8667133,48.9,4.8,59.8,2.234,1,2.22,0.014,22,31,30,1,1,22126,152,0,15-07-24,0.166666667,381
43598,it_350317170589794,15-07-24 19:32,19.2949633,72.8672416,49,9.1,59.6,2.243,7,2.219,0.024,22,31,30,1,1,22052,152,0,15-07-24,0.166666667,381
43602,it_350317170589794,15-07-24 19:33,19.2936133,72.8690333,49.1,12.8,59.3,2.25,7,2.224,0.026,22,31,30,1,1,21941,152,0,15-07-24,0.666666667,381
43613,it_350317170589794,15-07-24 19:34,19.29117,72.87181,48.9,4,58.6,2.228,7,2.218,0.01,22,31,30,1,1,21682,152,0,15-07-24,1.833333333,381
43628,it_350317170589794,15-07-24 19:37,19.2869449,72.8771216,48.6,16.8,57.5,2.25,7,2.218,0.032,22,31,30,1,1,21275,152,0,15-07-24,2.5,381
43638,it_350317170589794,15-07-24 19:39,19.2854233,72.8790966,48.8,3.4,57,2.226,7,2.212,0.014,22,31,30,1,1,21090,152,0,15-07-24,1.666666667,381
43640,it_350317170589794,15-07-24 19:39,19.2850333,72.8795416,48.7,5.3,56.9,2.227,7,2.211,0.016,22,31,30,1,1,21053,152,0,15-07-24,0.333333333,381
43645,it_350317170589794,15-07-24 19:40,19.2843199,72.8804,48.7,4.7,56.6,2.223,7,2.211,0.012,22,31,30,1,1,20942,152,0,15-07-24,0.833333333,381
43655,it_350317170589794,15-07-24 19:41,19.2818866,72.8789266,48.6,2.8,56.1,2.22,7,2.209,0.011,22,31,30,1,1,20757,152,0,15-07-24,1.666666667,381
43656,it_350317170589794,15-07-24 19:42,19.281655,72.8786433,48.7,2.7,56,2.22,7,2.209,0.011,22,31,30,1,1,20720,152,0,15-07-24,0.166666667,381
43672,it_350317170589794,15-07-24 19:48,19.2813433,72.8774183,49.2,10.8,55.6,2.252,7,2.227,0.025,22,31,30,1,1,20572,152,0,15-07-24,6,381
43673,it_350317170589794,15-07-24 19:49,19.281345,72.8774183,49.2,10.7,56.2,2.257,7,2.23,0.027,22,31,30,1,1,20794,152,0,15-07-24,1,381
43674,it_350317170589794,15-07-24 19:50,19.2813233,72.8774266,49.3,11.3,56.7,2.257,7,2.233,0.024,22,31,30,1,1,20979,152,0,15-07-24,1,381
43677,it_350317170589794,15-07-24 19:53,19.2813316,72.877415,49.2,9.1,57.2,2.252,7,2.232,0.02,22,31,30,1,1,21164,152,0,15-07-24,3,381
43678,it_350317170589794,15-07-24 19:54,19.2813566,72.8774166,49.3,9.3,57.7,2.253,7,2.233,0.02,22,31,30,1,1,21386,152,0,15-07-24,1,381
43679,it_350317170589794,15-07-24 19:55,19.2813533,72.8774383,49.3,9.2,58.1,2.254,7,2.234,0.02,22,31,30,1,1,21497,152,0,15-07-24,1,381
43680,it_350317170589794,15-07-24 19:56,19.281355,72.8774399,49.3,9.1,58.5,2.256,7,2.236,0.02,22,31,30,1,1,21645,152,0,15-07-24,1,381
43681,it_350317170589794,15-07-24 19:57,19.2813516,72.8774483,49.4,9,58.9,2.257,7,2.237,0.02,22,31,30,1,1,21793,152,0,15-07-24,1,381
43682,it_350317170589794,15-07-24 19:58,19.2813483,72.8774566,49.4,8.9,59.3,2.259,7,2.239,0.02,22,31,30,1,1,21941,152,0,15-07-24,1,381
43683,it_350317170589794,15-07-24 19:59,19.2813416,72.8774649,49.4,9.1,59.8,2.26,7,2.24,0.02,22,31,30,1,1,22126,152,0,15-07-24,1,381
43684,it_350317170589794,15-07-24 20:00,19.2813016,72.8774766,49.4,9,60.2,2.261,7,2.241,0.02,22,31,30,1,1,22274,152,0,15-07-24,1,381
43685,it_350317170589794,15-07-24 20:01,19.2812583,72.87751,49.5,9.3,60.5,2.262,7,2.242,0.02,22,31,30,1,1,22385,152,0,15-07-24,1,381
43686,it_350317170589794,15-07-24 20:02,19.2812633,72.8775266,49.5,8.8,61,2.264,7,2.244,0.02,22,31,30,1,1,22570,152,0,15-07-24,1,381
43687,it_350317170589794,15-07-24 20:03,19.2812983,72.8774716,49.5,9,61.4,2.265,7,2.245,0.02,22,31,30,1,1,22718,152,0,15-07-24,1,381
43688,it_350317170589794,15-07-24 20:04,19.2812683,72.8774933,49.6,9,61.8,2.266,7,2.247,0.019,22,31,30,1,1,22866,152,0,15-07-24,1,381
43689,it_350317170589794,15-07-24 20:05,19.2812766,72.87748,49.6,9.2,62.1,2.267,7,2.248,0.019,22,31,30,1,1,22977,152,0,15-07-24,1,381
43690,it_350317170589794,15-07-24 20:06,19.28127,72.8774216,49.6,9.2,62.5,2.269,7,2.25,0.019,22,31,30,1,1,23125,153,0,15-07-24,1,381
43691,it_350317170589794,15-07-24 20:07,19.2812783,72.8774033,49.7,8.9,63,2.271,7,2.251,0.02,22,31,30,1,1,23310,153,0,15-07-24,1,381
43692,it_350317170589794,15-07-24 20:08,19.28132,72.8773783,49.7,9,63.4,2.272,7,2.252,0.02,22,31,30,1,1,23458,153,0,15-07-24,1,381
43693,it_350317170589794,15-07-24 20:09,19.2813283,72.87743,49.7,8.9,63.8,2.273,7,2.254,0.019,22,31,30,1,1,23606,153,0,15-07-24,1,381
43694,it_350317170589794,15-07-24 20:10,19.2813083,72.8774266,49.7,9,64.2,2.275,7,2.255,0.02,22,31,30,1,1,23754,153,0,15-07-24,1,381
43695,it_350317170589794,15-07-24 20:11,19.2812966,72.8774333,49.8,8.8,64.5,2.276,7,2.257,0.019,22,31,30,1,1,23865,153,0,15-07-24,1,381
43696,it_350317170589794,15-07-24 20:12,19.28136,72.8773333,49.8,9,65,2.278,7,2.258,0.02,22,31,30,1,1,24050,153,0,15-07-24,1,381
43697,it_350317170589794,15-07-24 20:13,19.2813283,72.877375,49.9,9.1,65.4,2.279,7,2.26,0.019,22,31,30,1,1,24198,153,0,15-07-24,1,381
43698,it_350317170589794,15-07-24 20:14,19.2813366,72.87734,49.9,8.9,65.8,2.281,7,2.261,0.02,22,31,30,1,1,24346,153,0,15-07-24,1,381
43699,it_350317170589794,15-07-24 20:15,19.2813416,72.877355,49.9,9.2,66.2,2.282,7,2.262,0.02,22,31,30,1,1,24494,153,0,15-07-24,1,381
43700,it_350317170589794,15-07-24 20:16,19.2812966,72.877375,49.9,9.1,66.6,2.283,7,2.264,0.019,22,31,30,1,1,24642,153,0,15-07-24,1,381
43701,it_350317170589794,15-07-24 20:17,19.28127,72.87742,50,9,67,2.285,7,2.266,0.019,22,31,30,1,1,24790,153,0,15-07-24,1,381
43702,it_350317170589794,15-07-24 20:18,19.28127,72.8774666,50,8.9,67.4,2.287,7,2.267,0.02,22,31,30,1,1,24938,153,0,15-07-24,1,381
43703,it_350317170589794,15-07-24 20:19,19.28127,72.877475,50,8.9,67.8,2.288,7,2.268,0.02,22,31,30,1,1,25086,153,0,15-07-24,1,381
43704,it_350317170589794,15-07-24 20:19,19.2812683,72.87748,50.1,8.8,68,2.289,7,2.269,0.02,22,31,30,1,1,25160,153,0,15-07-24,0.416666667,381
43705,it_350317170589794,15-07-24 20:20,19.2812999,72.8773966,50.1,9,68.4,2.291,7,2.271,0.02,22,31,30,1,1,25308,153,0,15-07-24,1,381
43706,it_350317170589794,15-07-24 20:21,19.2813883,72.87742,50.1,9.1,68.8,2.292,7,2.273,0.019,22,31,30,1,1,25456,153,0,15-07-24,1,381
43707,it_350317170589794,15-07-24 20:22,19.2813516,72.8774383,50.2,8.9,69.2,2.294,7,2.275,0.019,22,31,30,1,1,25604,153,0,15-07-24,1,381
43708,it_350317170589794,15-07-24 20:23,19.2813649,72.8775033,50.2,8.7,69.6,2.296,7,2.276,0.02,22,31,30,1,1,25752,153,0,15-07-24,1,381
43709,it_350317170589794,15-07-24 20:24,19.2813666,72.8775316,50.3,9,70,2.297,7,2.278,0.019,22,31,30,1,1,25900,153,0,15-07-24,1,381
43710,it_350317170589794,15-07-24 20:25,19.2813316,72.8775,50.3,8.9,70.4,2.299,7,2.28,0.019,22,31,30,1,1,26048,153,0,15-07-24,1,381
43711,it_350317170589794,15-07-24 20:26,19.28131,72.877455,50.3,9.1,70.8,2.301,7,2.282,0.019,18,31,30,1,1,26196,153,0,15-07-24,1,381
43712,it_350317170589794,15-07-24 20:27,19.2812949,72.877445,50.4,8.8,71.2,2.303,7,2.283,0.02,22,31,30,1,1,26344,153,0,15-07-24,1,381
43713,it_350317170589794,15-07-24 20:28,19.2813083,72.87745,50.4,8.9,71.6,2.305,7,2.285,0.02,22,31,30,1,1,26492,153,0,15-07-24,1,381
43714,it_350317170589794,15-07-24 20:29,19.2813166,72.8774483,50.4,8.9,72.1,2.306,7,2.287,0.019,22,31,30,1,1,26677,153,0,15-07-24,1,381
43715,it_350317170589794,15-07-24 20:30,19.2813516,72.8774633,50.5,8.9,72.4,2.308,7,2.289,0.019,18,31,30,1,1,26788,153,0,15-07-24,1,381
43716,it_350317170589794,15-07-24 20:31,19.2813316,72.8774816,50.5,8.8,72.8,2.31,7,2.291,0.019,18,31,30,1,1,26936,153,0,15-07-24,1,381
43717,it_350317170589794,15-07-24 20:32,19.2813233,72.87749,50.6,8.8,73.2,2.312,7,2.293,0.019,18,31,30,1,1,27084,153,0,15-07-24,1,381
43718,it_350317170589794,15-07-24 20:33,19.2813616,72.8775033,50.6,9,73.5,2.314,7,2.295,0.019,18,31,30,1,1,27269,153,0,15-07-24,1,381
43737,it_350317170589794,15-07-24 20:36,19.282715,72.8767616,50.3,9.6,73.3,2.303,7,2.281,0.022,22,31,30,1,1,27121,153,0,15-07-24,3.433333333,381
43749,it_350317170589794,15-07-24 20:38,19.2857166,72.8726083,50.1,5.5,72.4,2.288,7,2.273,0.015,18,31,30,1,1,26788,153,0,15-07-24,2,381
43754,it_350317170589794,15-07-24 20:39,19.286755,72.8711466,50,2.6,72.1,2.281,7,2.27,0.011,18,31,30,1,1,26677,153,0,15-07-24,0.666666667,381
43778,it_350317170589794,15-07-24 20:43,19.2947983,72.8768416,49.9,8.2,70,2.284,7,2.263,0.021,22,31,30,1,1,25900,153,0,15-07-24,4,381
43781,it_350317170589794,15-07-24 20:44,19.2959216,72.8753416,50,10.2,69.7,2.286,7,2.263,0.023,22,31,30,1,1,25789,153,0,15-07-24,0.5,381
43784,it_350317170589794,15-07-24 20:44,19.2968916,72.8740816,50.1,17.4,69.4,2.3,7,2.265,0.035,22,31,30,1,1,25678,153,0,15-07-24,0.5,381
43788,it_350317170589794,15-07-24 20:45,19.2985349,72.8720383,49.8,3.2,69.1,2.27,7,2.258,0.012,18,31,30,1,1,25567,153,0,15-07-24,0.666666667,381
43790,it_350317170589794,15-07-24 20:45,19.2994333,72.8727566,49.8,9.8,68.8,2.262,7,2.251,0.011,14,31,30,1,1,25456,153,0,15-07-24,0.333333333,381
43792,it_350317170589794,15-07-24 20:45,19.3005983,72.8738183,49.7,4.7,68.7,2.271,7,2.257,0.014,22,31,30,1,1,25419,153,0,15-07-24,0.333333333,381
43795,it_350317170589794,15-07-24 20:46,19.3013666,72.872785,49.7,4.9,68.5,2.273,7,2.257,0.016,18,31,30,1,1,25345,153,0,15-07-24,0.5,381
43798,it_350317170589794,15-07-24 20:46,19.3023666,72.8714183,49.7,3.7,68.3,2.265,7,2.254,0.011,22,31,30,1,1,25271,153,0,15-07-24,0.5,381
43831,it_350317170589794,15-07-24 20:54,19.3004883,72.87202,49.4,8.3,66.9,2.251,7,2.242,0.009,10,31,30,1,1,24753,153,0,15-07-24,7.683333333,381
43849,it_350317170589794,15-07-24 20:57,19.2950283,72.8763483,49.6,13.7,65.5,2.274,7,2.246,0.028,22,31,30,1,1,24235,153,0,15-07-24,3,381
43858,it_350317170589794,15-07-24 20:59,19.2915133,72.87425,49.4,5.5,64.7,2.253,7,2.241,0.012,22,31,30,1,1,23939,153,0,15-07-24,1.5,381
43861,it_350317170589794,15-07-24 20:59,19.2906066,72.8734916,49.5,12.2,64.5,2.266,7,2.242,0.024,22,31,30,1,1,23865,153,0,15-07-24,0.5,381
43864,it_350317170589794,15-07-24 21:00,19.2894699,72.8740833,49.6,19.2,64.2,2.279,7,2.243,0.036,22,31,30,1,1,23754,153,0,15-07-24,0.5,381
43874,it_350317170589794,15-07-24 21:01,19.286505,72.8777133,49.3,2.8,63.6,2.249,7,2.236,0.013,22,31,30,1,1,23532,153,0,15-07-24,1.666666667,381
43876,it_350317170589794,15-07-24 21:02,19.2858749,72.8771616,49.4,8.5,63.4,2.259,7,2.237,0.022,22,31,30,1,1,23458,153,0,15-07-24,0.333333333,381
43882,it_350317170589794,15-07-24 21:03,19.2838366,72.8753616,49.3,7.9,63,2.255,7,2.235,0.02,22,31,30,1,1,23310,153,0,15-07-24,1,381
43885,it_350317170589794,15-07-24 21:03,19.2829883,72.87633,49.2,4.6,62.7,2.252,7,2.231,0.021,22,31,30,1,1,23199,153,0,15-07-24,0.5,381
43908,it_350317170589794,15-07-24 21:10,19.2814633,72.8784516,49.2,10.3,61.7,2.257,7,2.231,0.026,22,31,30,1,1,22829,153,0,15-07-24,6.4,381
43912,it_350317170589794,15-07-24 21:10,19.28267,72.8794533,49.2,6.9,61.5,2.248,7,2.229,0.019,22,31,30,1,1,22755,153,0,15-07-24,0.666666667,381
43919,it_350317170589794,15-07-24 21:11,19.2833799,72.8815716,49.1,6.8,61,2.244,7,2.227,0.017,22,31,30,1,1,22570,153,0,15-07-24,1.166666667,381
43920,it_350317170589794,15-07-24 21:12,19.28312,72.8818633,49,5,61,2.238,7,2.225,0.013,22,31,30,1,1,22570,153,0,15-07-24,0.166666667,381
43924,it_350317170589794,15-07-24 21:12,19.28215,72.8831233,49.1,13.5,60.5,2.254,7,2.224,0.03,22,31,30,1,1,22385,153,0,15-07-24,0.666666667,381
43925,it_350317170589794,15-07-24 21:12,19.28181,72.88358,49.1,8.2,60.4,2.239,1,2.222,0.017,22,31,30,1,1,22348,153,0,15-07-24,0.166666667,381
43942,it_350317170589794,15-07-24 21:15,19.2816433,72.8861516,49,4.3,59.7,2.235,7,2.222,0.013,22,31,30,1,1,22089,153,0,15-07-24,2.833333333,381
43969,it_350317170589794,15-07-24 21:28,19.2816766,72.885525,48.9,4,58.7,2.232,7,2.22,0.012,22,31,30,1,1,21719,153,0,15-07-24,13.18333333,382
43978,it_350317170589794,15-07-24 21:30,19.2823866,72.8828383,48.8,2.6,58.1,2.226,7,2.216,0.01,22,31,30,1,1,21497,153,0,15-07-24,1.5,382
43981,it_350317170589794,15-07-24 21:30,19.2826316,72.88243,48.8,2.6,58.1,2.223,7,2.213,0.01,22,31,30,1,1,21497,153,0,15-07-24,0.5,382
43983,it_350317170589794,15-07-24 21:31,19.2834966,72.8814616,49.1,18.8,57.7,2.259,7,2.22,0.039,22,31,30,1,1,21349,153,0,15-07-24,0.333333333,382
43986,it_350317170589794,15-07-24 21:31,19.2841066,72.88051,48.8,2.9,57.5,2.226,7,2.215,0.011,22,31,30,1,1,21275,153,0,15-07-24,0.5,382
43992,it_350317170589794,15-07-24 21:32,19.2820383,72.8780783,49,11.7,56.9,2.239,7,2.217,0.022,22,31,30,1,1,21053,153,0,15-07-24,1,382
44026,it_350317170589794,15-07-24 21:44,19.2821983,72.8737083,48.7,3.4,55.4,2.225,7,2.208,0.017,22,31,30,1,1,20498,153,0,15-07-24,11.5,383
44029,it_350317170589794,15-07-24 21:44,19.2831766,72.8723183,48.8,10.4,55.1,2.24,7,2.212,0.028,22,31,30,1,1,20387,153,0,15-07-24,0.516666667,383
44047,it_350317170589794,15-07-24 21:47,19.2867833,72.86751,48.9,15.9,53.8,2.246,7,2.212,0.034,22,31,30,1,1,19906,153,0,15-07-24,3,383
44051,it_350317170589794,15-07-24 21:48,19.2883766,72.865315,48.7,7.1,53.5,2.228,7,2.209,0.019,22,31,30,1,1,19795,153,0,15-07-24,0.666666667,383
44052,it_350317170589794,15-07-24 21:48,19.2886533,72.8650333,48.2,3.5,53.4,2.222,1,2.206,0.016,22,31,30,1,1,19758,153,0,15-07-24,0.166666667,383
44072,it_350317170589794,15-07-24 21:51,19.2945999,72.8591266,48.6,3.4,51.9,2.226,7,2.203,0.023,22,31,30,1,1,19203,153,0,15-07-24,3.333333333,383
44073,it_350317170589794,15-07-24 21:52,19.2952083,72.8586416,48.8,17.5,51.8,2.241,7,2.207,0.034,22,31,30,1,1,19166,153,0,15-07-24,0.166666667,383
44078,it_350317170589794,15-07-24 21:52,19.2941316,72.860365,48.5,7.5,51.5,2.213,7,2.201,0.012,22,31,30,1,1,19055,153,0,15-07-24,0.833333333,383
44082,it_350317170589794,15-07-24 21:53,19.29447,72.8614716,48.5,3.9,51.2,2.21,7,2.199,0.011,22,31,30,1,1,18944,153,0,15-07-24,0.666666667,383
44095,it_350317170589794,15-07-24 21:55,19.2955083,72.860895,48.5,5.5,50.9,2.214,7,2.2,0.014,22,31,30,1,1,18833,153,0,15-07-24,2.166666667,383
44126,it_350317170589794,15-07-24 22:02,19.29275,72.8613199,48.5,6.8,49.9,2.215,7,2.198,0.017,22,31,30,1,1,18463,153,0,15-07-24,6.4,383
44127,it_350317170589794,15-07-24 22:02,19.2924566,72.8615683,48.5,9.6,49.9,2.22,7,2.199,0.021,22,31,30,1,1,18463,153,0,15-07-24,0.166666667,383
44129,it_350317170589794,15-07-24 22:02,19.2916399,72.86246,48.6,12.7,49.7,2.23,7,2.201,0.029,22,31,30,1,1,18389,153,0,15-07-24,0.333333333,383
44130,it_350317170589794,15-07-24 22:02,19.2911983,72.8628966,48.6,14.1,49.6,2.231,7,2.2,0.031,22,31,30,1,1,18352,153,0,15-07-24,0.166666667,383
44140,it_350317170589794,15-07-24 22:04,19.2872866,72.8671983,48.5,8.9,48.6,2.219,7,2.197,0.022,22,31,30,1,1,17982,153,0,15-07-24,1.666666667,383
44143,it_350317170589794,15-07-24 22:04,19.2860033,72.8690733,48.2,14.2,48.1,2.239,7,2.2,0.039,22,31,30,1,1,17797,153,0,15-07-24,0.5,383
44151,it_350317170589794,15-07-24 22:06,19.283645,72.8722683,48.6,18.2,47.4,2.235,7,2.198,0.037,22,31,30,1,1,17538,153,0,15-07-24,1.333333333,383
44155,it_350317170589794,15-07-24 22:06,19.2823983,72.8739866,48.4,8.2,47.2,2.215,7,2.192,0.023,22,31,30,1,1,17464,153,0,15-07-24,0.666666667,383
44158,it_350317170589794,15-07-24 22:07,19.2813299,72.875485,48.2,8.7,46.8,2.207,7,2.188,0.019,22,31,30,1,1,17316,153,0,15-07-24,0.5,383
44159,it_350317170589794,15-07-24 22:07,19.281025,72.8759066,48.3,10.2,46.7,2.209,7,2.191,0.018,22,31,30,1,1,17279,153,0,15-07-24,0.166666667,383
44161,it_350317170589794,15-07-24 22:07,19.28014,72.8770683,48.5,11.2,46.5,2.222,7,2.195,0.027,22,31,30,1,1,17205,153,0,15-07-24,0.333333333,383
44191,it_350317170589794,15-07-24 22:12,19.2825916,72.8770266,48.3,4.2,45.8,2.205,7,2.19,0.015,22,31,30,1,1,16946,153,0,15-07-24,5,383
44208,it_350317170589794,15-07-24 22:15,19.2830066,72.8763166,48.3,2.7,45.6,2.203,7,2.19,0.013,22,31,30,1,1,16872,153,0,15-07-24,2.833333333,383
44215,it_350317170589794,15-07-24 22:18,19.2829833,72.8763916,48.2,3.1,45.4,2.201,7,2.189,0.012,22,31,30,1,1,16798,153,0,15-07-24,2.183333333,383
44231,it_350317170589794,15-07-24 22:22,19.2820333,72.8780283,48.2,4.9,44.5,2.205,7,2.188,0.017,22,31,30,1,1,16465,153,0,15-07-24,4.333333333,383
44234,it_350317170589794,15-07-24 22:22,19.281535,72.8774399,48.1,3.5,44.3,2.199,7,2.184,0.015,22,31,30,1,1,16391,153,0,15-07-24,0.5,383
